Product Name,Colors,Pic urls,Prod care
Cotton-towelling regular-fit shorts with embroidered logo,,"https://images.hugoboss.com/is/image/boss/hbeu50513473_404_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513473_404_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton-terry shorts with new-season logo,"light pink ,Light Blue ,Black","https://images.hugoboss.com/is/image/boss/hbeu50510005_681_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510005_681_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510005_681_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510005_681_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510005_681_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510005_681_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Quick-dry shorts with decorative reflective logo,"Black ,Light Brown","https://images.hugoboss.com/is/image/boss/hbeu50517759_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50517759_001_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Zip-up slim-fit jacket in cotton,Beige,"https://images.hugoboss.com/is/image/boss/hbeu50509534_260_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509534_260_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509534_260_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509534_260_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509534_260_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509534_260_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit trousers in a micro-patterned linen blend,"Blue ,Light Green","https://images.hugoboss.com/is/image/boss/hbeu50515102_423_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515102_423_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515102_423_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515102_423_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515102_423_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515102_423_240?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit drawstring trousers in performance-stretch jersey,Black,"https://images.hugoboss.com/is/image/boss/hbeu50510063_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510063_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510063_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510063_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510063_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510063_001_240?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jacket in wrinkle-resistant mesh,"Blue ,Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50513913_438_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513913_438_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513913_438_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513913_438_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513913_438_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513913_438_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit jacket in patterned virgin wool and linen,"Beige ,Dark Brown","https://images.hugoboss.com/is/image/boss/hbeu50514594_260_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514594_260_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514594_260_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514594_260_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514594_260_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514594_260_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
BOSS Menswear Trachten jacket in cotton velvet,Black,"https://images.hugoboss.com/is/image/boss/hbeu50514811_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514811_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514811_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514811_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514811_001_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514811_001_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jacket in a micro-patterned cotton blend,"light pink ,Beige","https://images.hugoboss.com/is/image/boss/hbeu50514605_606_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514605_606_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514605_606_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514605_606_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514605_606_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514605_606_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jacket in virgin-wool serge,"Dark Grey ,Dark Blue ,Black","https://images.hugoboss.com/is/image/boss/hbeu50469171_021_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_021_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_021_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_021_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_021_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_021_341?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
"Relaxed-fit, double-breasted blazer in virgin wool",Light Beige,"https://images.hugoboss.com/is/image/boss/hbeu50526885_297_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50526885_297_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50526885_297_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50526885_297_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50526885_297_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50526885_297_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jacket in virgin-wool serge,"Dark Blue ,Dark Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50469171_401_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_401_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_401_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_401_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_401_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469171_401_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jacket in mouliné stretch fabric,Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50513750_455_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513750_455_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513750_455_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513750_455_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513750_455_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513750_455_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
BOSS x Shohei Ohtani relaxed-fit striped jacket,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50534884_406_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50534884_406_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50534884_406_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50534884_406_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50534884_406_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50534884_406_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jacket in checked cloth with partial lining,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50515950_423_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515950_423_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515950_423_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515950_423_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515950_423_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515950_423_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Regular-fit jeans in dark-blue cashmere-touch denim,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50473950_415_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473950_415_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473950_415_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473950_415_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473950_415_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473950_415_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Slim-fit jeans in blue Italian cashmere-touch denim,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50508404_417_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508404_417_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508404_417_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508404_417_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508404_417_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508404_417_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Slim-fit shirt in easy-iron cotton poplin,"Dark Blue ,Light Blue ,White","https://images.hugoboss.com/is/image/boss/hbeu50508288_413_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508288_413_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508288_413_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508288_413_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508288_413_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508288_413_100?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Two-pack of cotton pyjama shorts with logo waistbands,"Dark Blue ,Beige","https://images.hugoboss.com/is/image/boss/hbeu50496091_460_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50496091_460_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50496091_460_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50496091_460_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50496091_460_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50496091_460_240?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit shirt in easy-iron stretch-cotton poplin,"light pink ,Blue ,White","https://images.hugoboss.com/is/image/boss/hbeu50508751_688_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508751_688_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508751_688_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508751_688_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508751_688_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508751_688_100?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Slim-fit jacket in performance-stretch material,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50509167_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509167_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509167_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509167_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509167_404_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509167_404_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Five-pack of stretch-cotton trunks with logo waistbands,Red / Blue / Black,"https://images.hugoboss.com/is/image/boss/hbeu50479944_423_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479944_423_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479944_423_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479944_423_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479944_423_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479944_423_342?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479944_423_343?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Quilted regular-fit jacket with branded sleeve pocket,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50505111_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505111_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505111_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505111_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505111_404_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505111_404_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Water-repellent jacket with detachable sleeves and hood,"Black ,Grey","https://images.hugoboss.com/is/image/boss/hbeu50504423_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_001_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_001_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
V-neck T-shirt in mercerised cotton,"Black ,Dark Blue ,White","https://images.hugoboss.com/is/image/boss/hbeu50468433_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468433_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468433_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468433_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468433_001_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit shirt in easy-iron cotton poplin,"Black ,Light Blue ,Dark Blue ,White","https://images.hugoboss.com/is/image/boss/hbeu50289499_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50289499_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50289499_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50289499_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50289499_001_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50289499_001_100?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit shirt in printed Oxford stretch cotton,Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50508759_450_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508759_450_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508759_450_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508759_450_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508759_450_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508759_450_100?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Porsche x BOSS mixed-material jacket with special branding,Natural,"https://images.hugoboss.com/is/image/boss/hbeu50506028_131_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506028_131_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506028_131_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506028_131_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506028_131_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506028_131_341?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Mild professional wet clean"
BOSS x Matteo Berrettini logo crew-neck T-shirt with signature stripes,White,"https://images.hugoboss.com/is/image/boss/hbeu50482392_100_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50482392_100_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50482392_100_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50482392_100_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50482392_100_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Two-pack of invisible socks with logo soles,"White ,Black","https://images.hugoboss.com/is/image/boss/hbeu50491244_100_200?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50491244_100_240?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50491244_100_250?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Do Not Iron , Do not chemical dry clean"
Regular-fit shirt in organic-cotton poplin,"Blue ,Light Blue ,Dark Brown ,White","https://images.hugoboss.com/is/image/boss/hbeu50489319_418_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489319_418_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489319_418_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489319_418_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489319_418_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489319_418_100?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Two-pack of slim-fit T-shirts in stretch cotton,"Black ,Light Grey ,White / Black ,White ,Light Grey","https://images.hugoboss.com/is/image/boss/hbeu50325417_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50325417_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50325417_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50325417_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50325417_001_340?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Water-repellent gilet with 3D-logo tape,"Blue ,Dark Blue ,Beige ,Beige ,Black","https://images.hugoboss.com/is/image/boss/hbeu50464300_479_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50464300_479_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50464300_479_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50464300_479_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50464300_479_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50464300_479_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Regular-fit shirt in a stretch-cotton blend,White,"https://images.hugoboss.com/is/image/boss/hbeu50489921_100_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489921_100_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489921_100_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489921_100_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489921_100_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50489921_100_100?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
